,ALLSKY_SFC_SW_DWN,WS10M,T2M,PRECTOTCORR,provincia
2020-05-07,165.22,4.0,11.93,4.06,Bolívar
2020-05-08,163.47,4.9,12.14,14.21,Bolívar
2020-05-09,186.99,4.84,12.18,7.06,Bolívar
2020-05-10,132.35,2.54,12.17,1.18,Bolívar
2020-05-11,138.6,1.9,12.72,6.91,Bolívar
2020-05-12,159.29,1.13,12.59,10.33,Bolívar
2020-05-13,175.04,1.28,11.73,1.23,Bolívar
2020-05-14,123.34,2.04,12.04,0.41,Bolívar
2020-05-15,132.01,3.14,11.82,0.26,Bolívar
2020-05-16,154.45,5.49,11.64,0.29,Bolívar
2020-05-17,164.44,4.63,11.34,2.42,Bolívar
2020-05-18,182.25,3.03,11.57,1.17,Bolívar
2020-05-19,127.36,3.8,11.65,10.46,Bolívar
2020-05-20,194.64,4.11,11.14,1.55,Bolívar
2020-05-21,126.94,3.71,12.0,3.73,Bolívar
2020-05-22,175.27,3.82,11.57,5.4,Bolívar
2020-05-23,139.31,4.94,11.65,5.47,Bolívar
2020-05-24,166.43,5.62,10.17,11.94,Bolívar
2020-05-25,157.93,5.07,10.64,4.21,Bolívar
2020-05-26,140.14,5.22,11.13,1.06,Bolívar
2020-05-27,148.49,3.43,11.39,1.0,Bolívar
2020-05-28,157.87,1.83,11.4,1.33,Bolívar
2020-05-29,166.54,1.45,11.85,2.67,Bolívar
2020-05-30,168.35,1.03,11.77,4.45,Bolívar
2020-05-31,139.63,1.35,11.9,8.1,Bolívar
2020-06-01,149.32,2.39,11.2,11.69,Bolívar
2020-06-02,141.23,1.93,11.2,1.08,Bolívar
2020-06-03,139.52,1.3,11.74,0.83,Bolívar
2020-06-04,147.5,2.89,11.9,3.76,Bolívar
2020-06-05,104.45,4.92,10.92,9.23,Bolívar
2020-06-06,109.01,3.89,10.32,0.98,Bolívar
2020-06-07,202.81,4.25,10.25,4.82,Bolívar
2020-06-08,141.77,4.26,9.62,3.56,Bolívar
2020-06-09,121.0,3.04,10.35,1.16,Bolívar
2020-06-10,198.05,2.47,10.03,0.13,Bolívar
2020-06-11,131.1,1.63,10.86,0.31,Bolívar
2020-06-12,191.32,1.68,10.9,0.15,Bolívar
2020-06-13,148.47,2.67,11.55,3.52,Bolívar
2020-06-14,107.08,5.22,10.8,8.23,Bolívar
2020-06-15,116.84,5.24,10.37,6.72,Bolívar
2020-06-16,166.25,3.89,10.82,2.8,Bolívar
2020-06-17,100.29,3.09,11.08,6.22,Bolívar
2020-06-18,95.53,2.96,10.71,8.69,Bolívar
2020-06-19,159.99,3.18,10.6,11.95,Bolívar
2020-06-20,130.79,4.33,10.22,3.56,Bolívar
2020-06-21,93.45,5.92,9.68,6.96,Bolívar
2020-06-22,139.49,4.85,10.03,0.62,Bolívar
2020-06-23,159.66,4.38,10.37,6.7,Bolívar
2020-06-24,139.62,2.53,10.88,6.39,Bolívar
2020-06-25,134.62,3.8,10.79,5.11,Bolívar
2020-06-26,113.8,4.77,10.31,8.01,Bolívar
2020-06-27,165.16,3.71,10.55,5.1,Bolívar
2020-06-28,108.04,3.31,10.5,2.76,Bolívar
2020-06-29,109.66,3.4,10.42,8.27,Bolívar
2020-06-30,116.88,2.16,10.86,3.84,Bolívar
2020-07-01,124.76,2.39,10.44,7.59,Bolívar
2020-07-02,127.68,4.27,9.7,5.19,Bolívar
2020-07-03,88.0,2.93,10.32,1.35,Bolívar
2020-07-04,112.26,2.76,9.69,0.9,Bolívar
2020-07-05,142.35,2.98,11.02,0.12,Bolívar
2020-07-06,113.47,2.8,10.38,3.35,Bolívar
2020-07-07,98.5,2.34,10.85,0.26,Bolívar
2020-07-08,143.28,1.83,11.33,0.29,Bolívar
2020-07-09,149.1,4.17,10.42,11.31,Bolívar
2020-07-10,100.85,4.01,10.05,10.89,Bolívar
2020-07-11,119.12,2.14,10.68,0.56,Bolívar
2020-07-12,159.39,2.39,10.49,6.63,Bolívar
2020-07-13,95.19,5.29,9.4,7.02,Bolívar
2020-07-14,162.48,6.76,9.12,16.19,Bolívar
2020-07-15,123.46,6.53,8.43,3.57,Bolívar
2020-07-16,130.15,5.24,8.86,0.1,Bolívar
2020-07-17,102.53,4.68,9.62,0.11,Bolívar
2020-07-18,212.74,5.01,9.37,4.18,Bolívar
2020-07-19,149.12,4.94,9.45,1.45,Bolívar
2020-07-20,159.71,4.77,10.16,1.28,Bolívar
2020-07-21,182.94,3.51,10.14,0.34,Bolívar
2020-07-22,144.11,2.08,10.35,0.96,Bolívar
2020-07-23,189.5,1.72,10.63,1.05,Bolívar
2020-07-24,190.62,1.92,10.8,0.78,Bolívar
2020-07-25,141.42,4.21,10.63,0.71,Bolívar
2020-07-26,105.61,5.28,9.65,0.38,Bolívar
2020-07-27,119.5,4.25,10.18,0.08,Bolívar
2020-07-28,114.04,3.39,9.9,0.01,Bolívar
2020-07-29,133.36,4.36,10.28,0.71,Bolívar
2020-07-30,106.58,5.55,10.18,1.21,Bolívar
2020-07-31,100.95,5.31,10.99,0.88,Bolívar
2020-08-01,182.52,5.07,10.85,0.47,Bolívar
2020-08-02,206.05,4.49,10.72,0.05,Bolívar
2020-08-03,178.4,5.02,10.06,0.02,Bolívar
2020-08-04,189.02,5.27,9.95,0.0,Bolívar
2020-08-05,188.87,5.36,9.65,0.52,Bolívar
2020-08-06,201.88,5.05,10.32,0.72,Bolívar
2020-08-07,178.9,6.56,9.18,0.6,Bolívar
2020-08-08,193.25,5.63,10.16,0.08,Bolívar
2020-08-09,211.36,5.45,10.62,0.0,Bolívar
2020-08-10,186.2,3.96,11.47,0.0,Bolívar
2020-08-11,147.85,1.83,11.85,0.2,Bolívar
2020-08-12,152.25,2.62,12.17,0.12,Bolívar
2020-08-13,219.15,2.97,12.03,5.41,Bolívar
2020-08-14,199.38,2.55,11.44,0.58,Bolívar
2020-08-15,183.01,3.76,11.59,0.01,Bolívar
2020-08-16,125.89,3.4,10.99,0.0,Bolívar
2020-08-17,187.24,1.82,11.55,0.12,Bolívar
2020-08-18,227.47,1.12,11.45,0.37,Bolívar
2020-08-19,204.76,1.25,11.6,4.74,Bolívar
2020-08-20,172.9,3.01,11.17,6.39,Bolívar
2020-08-21,98.99,4.74,9.34,7.57,Bolívar
2020-08-22,104.2,3.66,9.96,0.82,Bolívar
2020-08-23,181.23,2.81,9.85,0.05,Bolívar
2020-08-24,155.12,1.99,10.93,0.0,Bolívar
2020-08-25,241.33,2.26,11.37,0.0,Bolívar
2020-08-26,216.79,3.11,10.85,0.06,Bolívar
2020-08-27,158.41,4.39,9.66,0.69,Bolívar
2020-08-28,163.7,2.86,10.34,0.53,Bolívar
2020-08-29,173.49,2.41,10.43,2.37,Bolívar
2020-08-30,119.35,1.75,11.31,0.3,Bolívar
2020-08-31,172.4,3.36,9.99,0.21,Bolívar
2020-09-01,124.93,4.43,10.52,1.53,Bolívar
2020-09-02,128.96,3.42,10.55,0.3,Bolívar
2020-09-03,147.05,3.13,10.77,3.53,Bolívar
2020-09-04,142.2,4.18,10.98,1.68,Bolívar
2020-09-05,173.37,5.74,10.73,2.05,Bolívar
2020-09-06,193.59,4.35,10.93,0.12,Bolívar
2020-09-07,155.4,2.66,11.12,1.17,Bolívar
2020-09-08,199.62,2.75,11.34,3.74,Bolívar
2020-09-09,120.32,3.64,10.78,0.63,Bolívar
2020-09-10,150.2,4.4,10.43,0.06,Bolívar
2020-09-11,133.68,3.76,11.05,0.02,Bolívar
2020-09-12,182.7,3.71,10.82,0.0,Bolívar
2020-09-13,144.19,5.06,10.16,1.38,Bolívar
2020-09-14,128.52,4.67,10.53,0.17,Bolívar
2020-09-15,169.57,3.49,10.32,0.0,Bolívar
2020-09-16,137.94,2.19,11.52,0.79,Bolívar
2020-09-17,154.85,1.4,12.34,1.27,Bolívar
2020-09-18,178.64,1.23,12.13,0.15,Bolívar
2020-09-19,164.3,2.57,11.75,2.62,Bolívar
2020-09-20,217.99,3.16,11.95,1.0,Bolívar
2020-09-21,212.75,3.78,11.68,0.06,Bolívar
2020-09-22,207.94,2.95,12.46,1.08,Bolívar
2020-09-23,183.31,4.38,10.84,5.02,Bolívar
2020-09-24,184.01,5.62,10.66,9.18,Bolívar
2020-09-25,200.75,4.88,10.87,0.81,Bolívar
2020-09-26,162.05,3.15,10.81,0.04,Bolívar
2020-09-27,157.35,1.8,11.63,1.45,Bolívar
2020-09-28,193.09,2.41,11.49,1.76,Bolívar
2020-09-29,169.56,2.64,10.98,2.16,Bolívar
2020-09-30,160.26,3.27,11.51,0.5,Bolívar
2020-10-01,199.83,4.42,11.86,0.01,Bolívar
2020-10-02,163.35,2.35,11.62,0.0,Bolívar
2020-10-03,155.89,3.34,11.21,0.78,Bolívar
2020-10-04,121.04,4.19,11.3,0.18,Bolívar
2020-10-05,111.8,5.15,10.3,0.13,Bolívar
2020-10-06,209.07,3.49,10.47,4.26,Bolívar
2020-10-07,280.96,4.22,11.36,9.05,Bolívar
2020-10-08,137.34,4.69,10.12,3.39,Bolívar
2020-10-09,215.97,5.08,11.42,0.06,Bolívar
2020-10-10,114.93,4.95,11.49,0.13,Bolívar
2020-10-11,252.41,4.29,11.36,4.23,Bolívar
2020-10-12,250.38,4.65,11.58,0.24,Bolívar
2020-10-13,239.1,3.94,11.15,0.0,Bolívar
2020-10-14,136.65,2.42,11.23,0.0,Bolívar
2020-10-15,160.96,2.87,11.9,0.93,Bolívar
2020-10-16,161.94,4.62,12.05,0.33,Bolívar
2020-10-17,136.5,4.01,12.35,0.0,Bolívar
2020-10-18,198.56,2.37,12.0,0.0,Bolívar
2020-10-19,226.25,1.79,12.43,0.0,Bolívar
2020-10-20,220.55,1.81,12.93,0.0,Bolívar
2020-10-21,215.87,4.27,12.14,0.08,Bolívar
2020-10-22,219.31,5.08,12.25,0.08,Bolívar
2020-10-23,128.28,3.54,11.91,0.01,Bolívar
2020-10-24,221.12,1.83,12.23,1.47,Bolívar
2020-10-25,176.47,1.02,12.8,1.43,Bolívar
2020-10-26,149.9,1.48,13.0,0.67,Bolívar
2020-10-27,125.44,1.9,12.43,0.34,Bolívar
2020-10-28,222.6,3.15,11.6,19.87,Bolívar
2020-10-29,241.5,3.15,11.9,0.61,Bolívar
2020-10-30,159.98,2.96,12.05,0.1,Bolívar
2020-10-31,174.78,2.14,12.84,0.01,Bolívar
2020-11-01,239.94,2.5,13.06,0.0,Bolívar
2020-11-02,200.68,1.88,12.02,0.0,Bolívar
2020-11-03,237.25,1.73,12.04,0.0,Bolívar
2020-11-04,218.86,1.81,12.51,0.22,Bolívar
2020-11-05,223.01,2.09,12.54,0.2,Bolívar
2020-11-06,200.93,1.75,12.27,1.21,Bolívar
2020-11-07,160.08,2.65,11.88,0.28,Bolívar
2020-11-08,174.66,3.27,11.85,0.03,Bolívar
2020-11-09,189.85,2.49,12.24,0.01,Bolívar
2020-11-10,252.09,1.97,12.63,18.34,Bolívar
2020-11-11,214.72,1.47,11.46,2.1,Bolívar
2020-11-12,189.9,1.27,11.13,0.67,Bolívar
2020-11-13,266.29,1.46,11.23,0.43,Bolívar
2020-11-14,214.16,1.7,10.77,2.79,Bolívar
2020-11-15,175.23,1.51,10.66,2.01,Bolívar
2020-11-16,230.44,1.17,9.9,1.85,Bolívar
2020-11-17,195.99,1.67,11.58,0.59,Bolívar
2020-11-18,140.3,1.18,11.36,4.89,Bolívar
2020-11-19,120.97,0.84,10.32,7.26,Bolívar
2020-11-20,224.35,1.42,10.82,2.0,Bolívar
2020-11-21,192.12,1.62,12.12,0.27,Bolívar
2020-11-22,156.28,1.67,12.67,5.66,Bolívar
2020-11-23,130.08,3.75,11.82,1.26,Bolívar
2020-11-24,174.69,3.08,11.89,0.14,Bolívar
2020-11-25,217.81,2.24,12.13,0.18,Bolívar
2020-11-26,206.71,1.97,11.87,0.03,Bolívar
2020-11-27,171.83,1.47,10.7,0.46,Bolívar
2020-11-28,170.88,1.54,11.67,0.61,Bolívar
2020-11-29,113.07,1.59,11.69,0.74,Bolívar
2020-11-30,145.79,1.96,11.96,1.19,Bolívar
2020-12-01,183.0,1.26,12.47,10.45,Bolívar
2020-12-02,137.22,0.92,12.2,12.27,Bolívar
2020-12-03,125.04,1.13,12.36,7.32,Bolívar
2020-12-04,124.83,2.34,12.03,1.69,Bolívar
2020-12-05,91.51,2.73,11.2,1.76,Bolívar
2020-12-06,171.48,3.1,11.78,0.39,Bolívar
2020-12-07,148.13,2.67,12.01,3.28,Bolívar
2020-12-08,154.5,1.27,11.52,8.69,Bolívar
2020-12-09,173.21,1.76,11.96,3.0,Bolívar
2020-12-10,130.76,1.44,12.02,5.8,Bolívar
2020-12-11,104.52,1.69,10.99,3.03,Bolívar
2020-12-12,154.85,1.93,12.17,0.06,Bolívar
2020-12-13,185.72,2.08,11.26,4.65,Bolívar
2020-12-14,103.04,1.86,11.53,1.87,Bolívar
2020-12-15,104.52,1.19,11.97,4.37,Bolívar
2020-12-16,154.63,2.11,11.98,5.1,Bolívar
2020-12-17,108.59,2.49,11.36,6.42,Bolívar
2020-12-18,170.99,1.77,11.95,1.54,Bolívar
2020-12-19,176.67,1.38,12.01,0.76,Bolívar
2020-12-20,184.54,1.39,12.27,2.25,Bolívar
2020-12-21,154.88,1.9,12.64,0.39,Bolívar
2020-12-22,145.52,2.59,12.0,0.81,Bolívar
2020-12-23,171.93,1.56,12.37,0.53,Bolívar
2020-12-24,170.19,1.62,12.26,0.12,Bolívar
2020-12-25,159.5,2.55,12.01,4.79,Bolívar
2020-12-26,110.16,4.53,11.24,2.35,Bolívar
2020-12-27,159.71,3.67,11.39,6.62,Bolívar
2020-12-28,202.72,2.23,11.33,4.98,Bolívar
2020-12-29,194.33,1.74,11.01,4.19,Bolívar
2020-12-30,147.72,1.23,11.44,19.01,Bolívar
2020-12-31,139.67,0.96,11.57,8.34,Bolívar
2020-01-01,146.61,1.44,11.9,4.16,Cañar
2020-01-02,130.98,1.47,12.02,2.03,Cañar
2020-01-03,132.47,1.67,12.74,4.44,Cañar
2020-01-04,230.41,1.55,13.79,0.41,Cañar
2020-01-05,227.41,2.3,13.9,0.72,Cañar
2020-01-06,248.96,2.57,13.52,0.39,Cañar
2020-01-07,230.75,2.05,13.24,0.0,Cañar
2020-01-08,235.63,2.47,12.52,0.0,Cañar
2020-01-09,223.16,4.13,11.72,0.03,Cañar
2020-01-10,114.83,4.4,12.41,2.84,Cañar
2020-01-11,133.54,4.2,12.3,2.12,Cañar
2020-01-12,142.38,4.85,12.4,1.69,Cañar
2020-01-13,159.78,4.7,12.79,0.5,Cañar
2020-01-14,144.08,4.35,12.58,1.43,Cañar
2020-01-15,186.64,4.02,13.06,0.4,Cañar
2020-01-16,142.53,5.23,13.04,5.2,Cañar
2020-01-17,158.65,6.62,13.13,5.18,Cañar
2020-01-18,125.43,6.89,12.54,2.09,Cañar
2020-01-19,132.25,5.65,11.9,5.53,Cañar
2020-01-20,150.27,3.0,12.61,21.31,Cañar
2020-01-21,157.44,2.0,13.06,4.67,Cañar
2020-01-22,216.45,3.31,14.08,0.56,Cañar
2020-01-23,190.8,2.02,12.82,0.59,Cañar
2020-01-24,188.98,1.46,12.6,2.86,Cañar
2020-01-25,125.9,1.38,12.7,13.01,Cañar
2020-01-26,184.72,1.63,13.51,3.61,Cañar
2020-01-27,253.13,1.6,13.78,0.18,Cañar
2020-01-28,171.46,1.11,13.58,3.44,Cañar
2020-01-29,116.43,1.15,12.96,9.28,Cañar
2020-01-30,172.36,2.62,13.38,1.31,Cañar
2020-01-31,107.02,4.14,12.65,1.1,Cañar
2020-02-01,95.14,4.28,11.84,9.59,Cañar
2020-02-02,164.81,3.56,11.85,7.71,Cañar
2020-02-03,147.54,3.37,12.53,0.77,Cañar
2020-02-04,132.62,2.88,12.65,0.07,Cañar
2020-02-05,301.2,2.13,13.58,0.01,Cañar
2020-02-06,268.74,2.08,13.61,0.0,Cañar
2020-02-07,157.52,2.09,12.99,0.38,Cañar
2020-02-08,207.24,1.43,13.86,4.44,Cañar
2020-02-09,142.88,2.1,13.78,7.76,Cañar
2020-02-10,112.92,4.08,13.19,1.96,Cañar
2020-02-11,265.52,4.02,12.06,0.02,Cañar
2020-02-12,157.38,3.75,12.74,7.21,Cañar
2020-02-13,166.26,2.82,13.45,2.21,Cañar
2020-02-14,199.46,3.52,13.75,2.71,Cañar
2020-02-15,127.29,4.07,13.19,5.48,Cañar
2020-02-16,113.09,3.77,12.66,4.6,Cañar
2020-02-17,161.34,4.55,13.07,1.69,Cañar
2020-02-18,100.25,5.58,13.19,0.86,Cañar
2020-02-19,115.05,4.0,13.62,2.73,Cañar
2020-02-20,155.76,1.97,13.45,0.53,Cañar
2020-02-21,183.64,1.32,13.37,3.57,Cañar
2020-02-22,114.12,1.12,12.58,4.18,Cañar
2020-02-23,171.98,2.46,12.31,6.72,Cañar
2020-02-24,150.39,0.91,13.73,1.87,Cañar
2020-02-25,213.07,1.07,14.29,4.26,Cañar
2020-02-26,144.4,1.17,13.91,5.77,Cañar
2020-02-27,133.33,1.91,12.51,10.66,Cañar
2020-02-28,138.33,2.06,13.36,1.96,Cañar
2020-02-29,140.49,2.11,13.19,0.18,Cañar
2020-03-01,129.08,2.54,12.92,4.1,Cañar
2020-03-02,116.93,2.74,13.36,4.26,Cañar
2020-03-03,159.27,3.1,13.32,1.95,Cañar
2020-03-04,154.79,3.88,13.42,3.1,Cañar
2020-03-05,154.12,4.84,13.74,5.78,Cañar
2020-03-06,117.46,2.89,13.19,2.02,Cañar
2020-03-07,110.91,2.2,13.88,10.44,Cañar
2020-03-08,138.72,2.49,14.15,1.9,Cañar
2020-03-09,127.8,3.92,13.9,3.08,Cañar
2020-03-10,124.19,3.17,13.09,1.24,Cañar
2020-03-11,132.59,2.14,13.11,4.01,Cañar
2020-03-12,153.75,1.62,13.47,3.06,Cañar
2020-03-13,186.48,2.22,13.5,9.59,Cañar
2020-03-14,152.18,1.75,12.98,3.65,Cañar
2020-03-15,240.65,1.4,13.61,2.86,Cañar
2020-03-16,188.81,1.48,13.64,1.14,Cañar
2020-03-17,117.12,1.16,12.58,0.11,Cañar
2020-03-18,165.14,1.39,13.63,0.0,Cañar
2020-03-19,233.79,1.91,12.6,0.08,Cañar
2020-03-20,207.89,3.52,12.55,0.05,Cañar
2020-03-21,212.93,3.17,12.57,0.08,Cañar
2020-03-22,236.67,1.49,12.44,0.02,Cañar
2020-03-23,184.72,1.79,12.65,0.0,Cañar
2020-03-24,167.3,2.35,12.69,0.01,Cañar
2020-03-25,127.58,1.58,13.16,0.01,Cañar
2020-03-26,168.22,1.35,13.51,0.0,Cañar
2020-03-27,151.38,1.71,13.52,0.01,Cañar
2020-03-28,131.38,2.18,13.6,0.0,Cañar
2020-03-29,81.87,2.75,13.12,0.04,Cañar
2020-03-30,71.48,3.61,12.45,0.22,Cañar
2020-03-31,92.28,2.13,12.24,0.34,Cañar
2020-04-01,139.16,2.27,12.86,20.72,Cañar
2020-04-02,114.67,4.07,12.2,39.65,Cañar
2020-04-03,153.54,4.76,12.24,3.92,Cañar
2020-04-04,152.85,3.19,12.91,7.92,Cañar
2020-04-05,169.31,2.75,13.21,13.08,Cañar
2020-04-06,137.87,4.94,13.0,3.3,Cañar
2020-04-07,125.09,4.61,12.95,6.29,Cañar
2020-04-08,164.13,4.43,11.96,4.52,Cañar
2020-04-09,145.01,3.51,12.16,2.66,Cañar
2020-04-10,184.29,2.94,12.93,2.87,Cañar
2020-04-11,90.39,1.47,13.28,6.77,Cañar
2020-04-12,152.66,1.29,12.8,12.56,Cañar
2020-04-13,158.62,2.3,13.23,1.95,Cañar
2020-04-14,168.0,2.28,13.42,0.09,Cañar
2020-04-15,115.36,2.66,11.81,3.45,Cañar
2020-04-16,135.19,1.57,12.31,2.99,Cañar
2020-04-17,138.06,2.53,11.1,4.81,Cañar
2020-04-18,104.24,3.65,11.28,6.17,Cañar
2020-04-19,166.26,3.53,11.4,1.08,Cañar
2020-04-20,190.98,3.34,11.03,0.0,Cañar
2020-04-21,230.54,2.8,11.23,0.0,Cañar
2020-04-22,211.65,2.16,11.44,1.71,Cañar
2020-04-23,175.15,2.5,12.11,1.37,Cañar
2020-04-24,180.0,1.56,12.77,7.74,Cañar
2020-04-25,169.86,1.81,13.1,7.85,Cañar
2020-04-26,129.0,3.26,12.69,4.57,Cañar
2020-04-27,120.6,4.21,12.13,6.89,Cañar
2020-04-28,114.78,3.79,11.8,3.06,Cañar
2020-04-29,162.82,3.61,12.26,3.08,Cañar
2020-04-30,149.1,4.16,12.91,6.56,Cañar
2020-05-01,127.27,5.8,12.52,10.17,Cañar
2020-05-02,119.74,5.23,12.01,9.84,Cañar
2020-05-03,126.14,3.91,12.47,7.74,Cañar
2020-05-04,129.23,3.08,12.25,9.99,Cañar
2020-05-05,150.98,2.49,12.69,1.25,Cañar
2020-05-06,184.52,3.29,12.43,8.46,Cañar
2020-05-07,135.68,4.72,12.32,4.58,Cañar
2020-05-08,161.32,5.86,12.46,24.7,Cañar
2020-05-09,171.93,5.49,12.82,11.26,Cañar
2020-05-10,162.51,3.4,12.87,0.41,Cañar
2020-05-11,180.75,1.75,13.66,5.58,Cañar
2020-05-12,168.08,1.01,13.73,11.38,Cañar
2020-05-13,148.6,1.46,12.68,3.25,Cañar
2020-05-14,190.27,2.5,12.51,1.06,Cañar
2020-05-15,166.85,3.56,11.88,0.09,Cañar
2020-05-16,134.71,6.19,12.26,0.05,Cañar
2020-05-17,156.64,4.74,12.01,0.87,Cañar
2020-05-18,138.01,4.11,11.89,2.19,Cañar
2020-05-19,135.64,4.62,11.96,5.32,Cañar
2020-05-20,152.37,4.73,11.25,0.74,Cañar
2020-05-21,152.6,4.52,12.06,2.06,Cañar
2020-05-22,161.9,4.49,11.84,3.27,Cañar
2020-05-23,152.18,5.75,12.09,7.57,Cañar
2020-05-24,130.81,6.36,10.68,14.03,Cañar
2020-05-25,133.75,5.59,11.37,5.75,Cañar
2020-05-26,108.28,6.31,11.25,0.81,Cañar
2020-05-27,202.78,4.4,11.89,0.43,Cañar
2020-05-28,214.8,2.23,12.28,0.07,Cañar
2020-05-29,148.06,1.84,12.35,5.54,Cañar
2020-05-30,117.71,1.53,12.43,6.06,Cañar
2020-05-31,155.05,1.85,12.36,5.51,Cañar
2020-06-01,102.87,2.78,11.71,8.14,Cañar
2020-06-02,174.06,2.06,12.13,0.57,Cañar
2020-06-03,157.59,1.77,12.54,0.45,Cañar
2020-06-04,167.57,3.63,12.29,2.1,Cañar
2020-06-05,91.0,5.1,11.5,6.11,Cañar
2020-06-06,196.89,4.25,10.83,0.57,Cañar
2020-06-07,197.62,4.44,11.02,2.88,Cañar
2020-06-08,187.11,4.76,9.91,2.25,Cañar
2020-06-09,216.06,3.88,10.84,0.5,Cañar
2020-06-10,251.06,2.82,10.78,0.09,Cañar
2020-06-11,263.07,1.91,11.01,0.0,Cañar
2020-06-12,250.58,1.62,11.41,0.0,Cañar
2020-06-13,205.86,3.13,11.93,1.9,Cañar
2020-06-14,129.25,5.89,11.54,5.72,Cañar
2020-06-15,123.51,6.02,11.02,4.85,Cañar
2020-06-16,143.96,4.79,11.28,3.14,Cañar
2020-06-17,200.17,3.49,11.69,3.03,Cañar
2020-06-18,197.74,3.9,11.48,2.33,Cañar
2020-06-19,108.07,4.01,10.95,11.32,Cañar
2020-06-20,95.41,5.06,10.94,3.58,Cañar
2020-06-21,119.8,6.05,9.78,4.35,Cañar
2020-06-22,155.99,5.04,10.62,0.31,Cañar
2020-06-23,143.79,4.42,10.61,3.82,Cañar
2020-06-24,200.58,2.83,11.29,3.73,Cañar
2020-06-25,155.11,3.98,11.34,4.34,Cañar
2020-06-26,122.25,5.31,10.8,6.25,Cañar
2020-06-27,156.17,4.55,10.92,3.01,Cañar
2020-06-28,141.9,3.99,10.59,1.89,Cañar
2020-06-29,117.76,3.94,10.94,4.53,Cañar
2020-06-30,201.06,2.99,11.32,3.38,Cañar
2020-07-01,135.65,3.12,11.12,5.95,Cañar
2020-07-02,113.6,4.53,10.61,2.83,Cañar
2020-07-03,118.74,3.71,10.94,1.97,Cañar
2020-07-04,128.68,3.24,10.64,0.86,Cañar
2020-07-05,171.63,3.53,11.73,0.09,Cañar
2020-07-06,130.59,3.56,11.08,3.49,Cañar
2020-07-07,159.73,2.66,11.07,0.11,Cañar
2020-07-08,158.22,2.62,12.12,0.53,Cañar
2020-07-09,145.25,4.84,11.07,10.55,Cañar
2020-07-10,114.61,4.67,10.4,17.59,Cañar
2020-07-11,189.24,2.84,11.06,0.27,Cañar
2020-07-12,192.13,3.13,11.21,2.06,Cañar
2020-07-13,131.91,5.51,10.58,3.03,Cañar
2020-07-14,134.35,6.11,10.06,11.03,Cañar
2020-07-15,120.41,6.52,9.25,3.07,Cañar
2020-07-16,185.94,5.44,9.3,0.06,Cañar
2020-07-17,199.26,5.49,10.13,0.06,Cañar
2020-07-18,122.01,5.69,10.09,4.23,Cañar
2020-07-19,114.02,5.42,9.98,1.72,Cañar
2020-07-20,101.44,5.37,10.71,1.39,Cañar
2020-07-21,139.3,4.05,10.73,1.0,Cañar
2020-07-22,114.15,2.73,10.92,0.62,Cañar
2020-07-23,175.35,2.53,11.49,0.13,Cañar
2020-07-24,136.06,2.36,11.55,0.84,Cañar
2020-07-25,160.56,4.66,11.18,0.42,Cañar
2020-07-26,109.34,5.68,10.27,0.57,Cañar
2020-07-27,152.15,4.32,10.66,0.46,Cañar
2020-07-28,175.57,3.74,10.65,0.05,Cañar
2020-07-29,89.44,5.05,10.37,1.39,Cañar
2020-07-30,111.11,6.22,10.76,0.93,Cañar
2020-07-31,113.62,6.45,11.52,1.67,Cañar
2020-08-01,228.52,6.07,11.18,0.42,Cañar
2020-08-02,249.83,5.1,11.09,0.0,Cañar
2020-08-03,155.61,5.85,10.79,0.01,Cañar
2020-08-04,237.67,5.95,9.52,0.0,Cañar
2020-08-05,151.9,6.17,9.87,0.23,Cañar
2020-08-06,92.2,5.88,10.67,0.45,Cañar
2020-08-07,99.8,6.66,9.49,0.44,Cañar
2020-08-08,111.3,6.36,9.63,0.03,Cañar
2020-08-09,146.21,6.14,10.53,0.0,Cañar
2020-08-10,220.71,4.52,11.46,0.0,Cañar
2020-08-11,224.72,2.49,12.1,0.05,Cañar
2020-08-12,191.99,3.32,12.78,0.04,Cañar
2020-08-13,154.37,3.48,12.65,2.72,Cañar
2020-08-14,133.66,3.4,12.57,0.53,Cañar
2020-08-15,157.49,4.29,12.4,0.05,Cañar
2020-08-16,244.67,3.54,11.92,0.0,Cañar
2020-08-17,224.62,1.95,12.66,0.0,Cañar
2020-08-18,174.64,1.11,12.8,0.36,Cañar
2020-08-19,211.94,1.3,12.92,1.06,Cañar
2020-08-20,182.96,3.5,12.35,2.89,Cañar
2020-08-21,114.77,4.54,10.53,6.15,Cañar
2020-08-22,165.95,4.07,10.5,0.62,Cañar
2020-08-23,225.68,3.77,10.44,0.07,Cañar
2020-08-24,271.18,2.52,10.96,0.0,Cañar
2020-08-25,236.97,3.07,11.73,0.0,Cañar
2020-08-26,260.66,3.71,11.36,0.0,Cañar
2020-08-27,275.17,4.06,10.67,0.21,Cañar
2020-08-28,155.5,3.11,11.29,0.11,Cañar
2020-08-29,208.49,2.3,11.89,0.36,Cañar
2020-08-30,232.7,2.37,11.95,1.5,Cañar
2020-08-31,192.83,4.5,10.34,0.29,Cañar
2020-09-01,94.67,5.61,10.78,0.71,Cañar
2020-09-02,119.07,4.49,10.97,0.05,Cañar
2020-09-03,161.95,4.47,11.45,2.09,Cañar
2020-09-04,147.24,5.59,11.56,0.94,Cañar
2020-09-05,146.3,6.11,11.64,2.69,Cañar
2020-09-06,162.4,5.02,11.55,0.15,Cañar
