time,tavg,tmin,tdew,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,relative_humidity,provincia,latitude,longitude
2022-01-08,26.39,23.49,,,0.0,,,0.12,,,,85.22,Orellana,-0.7776,-76.3872
2022-01-09,26.3,23.34,,,0.31,,,0.11,,,,84.94,Orellana,-0.7776,-76.3872
2022-01-10,25.22,22.68,,,0.86,,,0.12,,,,86.93,Orellana,-0.7776,-76.3872
2022-01-11,26.1,23.03,,,0.28,,,0.14,,,,84.38,Orellana,-0.7776,-76.3872
2022-01-12,25.61,22.82,,,1.08,,,0.1,,,,85.81,Orellana,-0.7776,-76.3872
2022-01-13,24.63,22.66,,,2.63,,,0.05,,,,89.39,Orellana,-0.7776,-76.3872
2022-01-14,24.37,22.67,,,8.86,,,0.13,,,,90.8,Orellana,-0.7776,-76.3872
2022-01-15,24.71,22.65,,,3.25,,,0.14,,,,89.29,Orellana,-0.7776,-76.3872
2022-01-16,25.49,22.43,,,0.44,,,0.13,,,,84.58,Orellana,-0.7776,-76.3872
2022-01-17,25.49,22.37,,,0.0,,,0.16,,,,84.25,Orellana,-0.7776,-76.3872
2022-01-18,24.97,23.34,,,2.57,,,0.14,,,,91.09,Orellana,-0.7776,-76.3872
2022-01-19,25.0,23.25,,,1.78,,,0.2,,,,90.58,Orellana,-0.7776,-76.3872
2022-01-20,25.44,22.58,,,1.14,,,0.08,,,,85.6,Orellana,-0.7776,-76.3872
2022-01-21,25.02,22.56,,,2.9,,,0.15,,,,86.93,Orellana,-0.7776,-76.3872
2022-01-22,26.18,23.19,,,1.38,,,0.13,,,,85.26,Orellana,-0.7776,-76.3872
2022-01-23,26.08,23.99,,,6.04,,,0.13,,,,89.25,Orellana,-0.7776,-76.3872
2022-01-24,26.23,23.68,,,1.3,,,0.13,,,,87.08,Orellana,-0.7776,-76.3872
2022-01-25,25.38,23.74,,,5.28,,,0.11,,,,91.15,Orellana,-0.7776,-76.3872
2022-01-26,25.33,23.35,,,3.12,,,0.1,,,,89.53,Orellana,-0.7776,-76.3872
2022-01-27,25.13,23.61,,,10.72,,,0.13,,,,91.61,Orellana,-0.7776,-76.3872
2022-01-28,25.02,23.4,,,1.85,,,0.19,,,,91.14,Orellana,-0.7776,-76.3872
2022-01-29,24.66,23.34,,,3.24,,,0.17,,,,92.66,Orellana,-0.7776,-76.3872
2022-01-30,25.09,23.69,,,4.85,,,0.17,,,,92.15,Orellana,-0.7776,-76.3872
2022-01-31,24.54,22.7,,,6.99,,,0.1,,,,89.96,Orellana,-0.7776,-76.3872
2022-02-01,24.77,22.83,,,1.39,,,0.08,,,,89.73,Orellana,-0.7776,-76.3872
2022-02-02,26.03,23.07,,,0.0,,,0.12,,,,84.9,Orellana,-0.7776,-76.3872
2022-02-03,25.5,23.94,,,7.6,,,0.07,,,,91.35,Orellana,-0.7776,-76.3872
2022-02-04,24.87,23.47,,,2.9,,,0.09,,,,92.18,Orellana,-0.7776,-76.3872
2022-02-05,25.65,23.27,,,3.21,,,0.12,,,,87.63,Orellana,-0.7776,-76.3872
2022-02-06,25.47,23.69,,,4.14,,,0.14,,,,90.5,Orellana,-0.7776,-76.3872
2022-02-07,25.04,23.61,,,9.24,,,0.17,,,,92.06,Orellana,-0.7776,-76.3872
2022-02-08,25.13,22.71,,,4.66,,,0.2,,,,87.47,Orellana,-0.7776,-76.3872
2022-02-09,25.51,23.29,,,0.78,,,0.14,,,,88.43,Orellana,-0.7776,-76.3872
2022-02-10,25.89,23.38,,,2.01,,,0.09,,,,87.09,Orellana,-0.7776,-76.3872
2022-02-11,26.21,23.75,,,4.44,,,0.16,,,,87.28,Orellana,-0.7776,-76.3872
2022-02-12,26.26,23.84,,,2.69,,,0.15,,,,87.44,Orellana,-0.7776,-76.3872
2022-02-13,25.89,23.74,,,2.62,,,0.2,,,,88.35,Orellana,-0.7776,-76.3872
2022-02-14,25.7,23.51,,,7.24,,,0.18,,,,88.58,Orellana,-0.7776,-76.3872
2022-02-15,24.97,23.64,,,3.43,,,0.21,,,,92.59,Orellana,-0.7776,-76.3872
2022-02-16,24.79,23.38,,,8.94,,,0.16,,,,92.23,Orellana,-0.7776,-76.3872
2022-02-17,24.97,23.2,,,3.66,,,0.14,,,,90.36,Orellana,-0.7776,-76.3872
2022-02-18,25.32,23.16,,,0.82,,,0.11,,,,88.58,Orellana,-0.7776,-76.3872
2022-02-19,25.5,23.59,,,0.81,,,0.13,,,,89.68,Orellana,-0.7776,-76.3872
2022-02-20,24.35,22.8,,,2.74,,,0.14,,,,91.35,Orellana,-0.7776,-76.3872
2022-02-21,25.06,22.39,,,1.56,,,0.14,,,,86.19,Orellana,-0.7776,-76.3872
2022-02-22,25.82,23.5,,,2.35,,,0.21,,,,88.09,Orellana,-0.7776,-76.3872
2022-02-23,25.65,23.39,,,1.94,,,0.14,,,,88.22,Orellana,-0.7776,-76.3872
2022-02-24,25.96,23.68,,,3.64,,,0.1,,,,88.34,Orellana,-0.7776,-76.3872
2022-02-25,24.94,24.09,,,4.78,,,0.11,,,,95.06,Orellana,-0.7776,-76.3872
2022-02-26,24.58,23.36,,,11.66,,,0.1,,,,93.16,Orellana,-0.7776,-76.3872
2022-02-27,23.6,22.78,,,32.63,,,0.03,,,,95.27,Orellana,-0.7776,-76.3872
2022-02-28,25.16,22.28,,,3.2,,,0.11,,,,85.54,Orellana,-0.7776,-76.3872
2022-03-01,25.62,23.75,,,10.01,,,0.15,,,,89.82,Orellana,-0.7776,-76.3872
2022-03-02,25.25,24.17,,,21.48,,,0.16,,,,93.96,Orellana,-0.7776,-76.3872
2022-03-03,24.2,22.65,,,8.03,,,0.2,,,,91.34,Orellana,-0.7776,-76.3872
2022-03-04,25.23,22.87,,,0.7,,,0.18,,,,87.72,Orellana,-0.7776,-76.3872
2022-03-05,25.02,23.63,,,18.81,,,0.17,,,,92.34,Orellana,-0.7776,-76.3872
2022-03-06,24.61,23.83,,,14.77,,,0.23,,,,95.46,Orellana,-0.7776,-76.3872
2022-03-07,24.69,23.14,,,4.8,,,0.18,,,,91.65,Orellana,-0.7776,-76.3872
2022-03-08,23.35,22.45,,,21.3,,,0.14,,,,94.74,Orellana,-0.7776,-76.3872
2022-03-09,23.83,22.09,,,4.33,,,0.11,,,,90.48,Orellana,-0.7776,-76.3872
2022-03-10,24.65,23.2,,,6.55,,,0.18,,,,91.96,Orellana,-0.7776,-76.3872
2022-03-11,24.64,23.85,,,10.13,,,0.21,,,,95.3,Orellana,-0.7776,-76.3872
2022-03-12,24.3,23.55,,,28.97,,,0.22,,,,95.56,Orellana,-0.7776,-76.3872
2022-03-13,24.27,23.19,,,31.47,,,0.1,,,,93.98,Orellana,-0.7776,-76.3872
2022-03-14,24.36,22.78,,,11.36,,,0.18,,,,91.32,Orellana,-0.7776,-76.3872
2022-03-15,24.28,23.09,,,3.41,,,0.12,,,,93.29,Orellana,-0.7776,-76.3872
2022-03-16,25.11,23.4,,,6.61,,,0.19,,,,90.75,Orellana,-0.7776,-76.3872
2022-03-17,24.67,23.4,,,7.34,,,0.17,,,,93.0,Orellana,-0.7776,-76.3872
2022-03-18,24.98,23.49,,,1.07,,,0.11,,,,91.86,Orellana,-0.7776,-76.3872
2022-03-19,24.58,23.72,,,11.12,,,0.05,,,,95.04,Orellana,-0.7776,-76.3872
2022-03-20,24.96,23.19,,,7.57,,,0.07,,,,90.45,Orellana,-0.7776,-76.3872
2022-03-21,24.44,23.44,,,8.62,,,0.13,,,,94.19,Orellana,-0.7776,-76.3872
2022-03-22,24.69,23.22,,,15.12,,,0.15,,,,91.95,Orellana,-0.7776,-76.3872
2022-03-23,24.21,23.55,,,32.01,,,0.14,,,,96.11,Orellana,-0.7776,-76.3872
2022-03-24,25.36,23.74,,,2.19,,,0.2,,,,91.13,Orellana,-0.7776,-76.3872
2022-03-25,25.03,23.8,,,2.87,,,0.2,,,,93.1,Orellana,-0.7776,-76.3872
2022-03-26,24.25,23.43,,,8.77,,,0.11,,,,95.13,Orellana,-0.7776,-76.3872
2022-03-27,23.9,23.25,,,18.09,,,0.1,,,,96.11,Orellana,-0.7776,-76.3872
2022-03-28,24.23,22.53,,,7.67,,,0.05,,,,90.92,Orellana,-0.7776,-76.3872
2022-03-29,23.4,22.8,,,17.7,,,0.09,,,,96.35,Orellana,-0.7776,-76.3872
2022-03-30,24.76,23.13,,,8.95,,,0.16,,,,91.18,Orellana,-0.7776,-76.3872
2022-03-31,25.3,23.61,,,6.39,,,0.12,,,,91.0,Orellana,-0.7776,-76.3872
2022-04-01,24.19,23.24,,,60.79,,,0.08,,,,94.49,Orellana,-0.7776,-76.3872
2022-04-02,23.65,22.32,,,14.5,,,0.06,,,,92.68,Orellana,-0.7776,-76.3872
2022-04-03,24.63,22.38,,,0.45,,,0.14,,,,88.23,Orellana,-0.7776,-76.3872
2022-04-04,25.58,23.14,,,4.11,,,0.21,,,,87.16,Orellana,-0.7776,-76.3872
2022-04-05,24.92,23.89,,,43.4,,,0.19,,,,94.05,Orellana,-0.7776,-76.3872
2022-04-06,24.64,23.6,,,11.97,,,0.17,,,,93.99,Orellana,-0.7776,-76.3872
2022-04-07,25.47,23.24,,,4.08,,,0.23,,,,88.33,Orellana,-0.7776,-76.3872
2022-04-08,25.91,23.94,,,3.85,,,0.19,,,,89.64,Orellana,-0.7776,-76.3872
2022-04-09,24.58,23.82,,,7.67,,,0.19,,,,95.53,Orellana,-0.7776,-76.3872
2022-04-10,24.57,22.87,,,3.31,,,0.12,,,,90.81,Orellana,-0.7776,-76.3872
2022-04-11,24.45,23.16,,,2.98,,,0.21,,,,92.73,Orellana,-0.7776,-76.3872
2022-04-12,25.08,23.64,,,8.63,,,0.23,,,,92.18,Orellana,-0.7776,-76.3872
2022-04-13,24.38,23.34,,,9.73,,,0.16,,,,94.09,Orellana,-0.7776,-76.3872
2022-04-14,24.55,23.31,,,12.78,,,0.06,,,,93.23,Orellana,-0.7776,-76.3872
2022-04-15,24.82,23.17,,,5.2,,,0.15,,,,90.96,Orellana,-0.7776,-76.3872
2022-04-16,25.34,23.64,,,4.39,,,0.14,,,,90.78,Orellana,-0.7776,-76.3872
2022-04-17,24.34,23.61,,,4.74,,,0.12,,,,95.74,Orellana,-0.7776,-76.3872
2022-04-18,23.91,23.21,,,20.22,,,0.23,,,,95.88,Orellana,-0.7776,-76.3872
2022-04-19,24.2,23.01,,,5.03,,,0.15,,,,93.35,Orellana,-0.7776,-76.3872
2022-04-20,24.42,23.33,,,10.85,,,0.17,,,,93.92,Orellana,-0.7776,-76.3872
2022-04-21,24.21,22.62,,,1.63,,,0.14,,,,91.25,Orellana,-0.7776,-76.3872
2022-04-22,25.19,22.73,,,0.14,,,0.13,,,,87.19,Orellana,-0.7776,-76.3872
2022-04-23,25.43,23.14,,,8.71,,,0.1,,,,87.91,Orellana,-0.7776,-76.3872
2022-04-24,24.28,23.89,,,56.92,,,0.1,,,,97.55,Orellana,-0.7776,-76.3872
2022-04-25,24.72,22.81,,,4.36,,,0.14,,,,89.83,Orellana,-0.7776,-76.3872
2022-04-26,25.63,23.1,,,0.44,,,0.22,,,,86.78,Orellana,-0.7776,-76.3872
2022-04-27,25.13,23.62,,,2.21,,,0.2,,,,91.53,Orellana,-0.7776,-76.3872
2022-04-28,25.16,23.23,,,1.75,,,0.1,,,,89.63,Orellana,-0.7776,-76.3872
2022-04-29,23.82,23.05,,,20.74,,,0.08,,,,95.51,Orellana,-0.7776,-76.3872
2022-04-30,23.31,21.99,,,26.83,,,0.11,,,,92.57,Orellana,-0.7776,-76.3872
2022-05-01,24.54,21.53,,,0.09,,,0.11,,,,84.32,Orellana,-0.7776,-76.3872
2022-05-02,24.65,22.02,,,0.0,,,0.2,,,,86.15,Orellana,-0.7776,-76.3872
2022-05-03,25.26,22.91,,,1.19,,,0.14,,,,87.47,Orellana,-0.7776,-76.3872
2022-05-04,24.61,23.84,,,6.14,,,0.08,,,,95.5,Orellana,-0.7776,-76.3872
2022-05-05,23.76,23.06,,,24.85,,,0.13,,,,95.84,Orellana,-0.7776,-76.3872
2022-05-06,24.84,22.79,,,1.79,,,0.23,,,,89.06,Orellana,-0.7776,-76.3872
2022-05-07,25.02,23.21,,,1.44,,,0.18,,,,90.14,Orellana,-0.7776,-76.3872
2022-05-08,24.5,22.94,,,4.99,,,0.14,,,,91.46,Orellana,-0.7776,-76.3872
2022-05-09,24.95,22.42,,,0.8,,,0.21,,,,86.7,Orellana,-0.7776,-76.3872
2022-05-10,24.85,23.08,,,6.24,,,0.17,,,,90.39,Orellana,-0.7776,-76.3872
2022-05-11,25.46,23.8,,,11.23,,,0.16,,,,90.98,Orellana,-0.7776,-76.3872
2022-05-12,24.8,24.22,,,37.96,,,0.13,,,,96.5,Orellana,-0.7776,-76.3872
2022-05-13,24.94,23.1,,,9.6,,,0.2,,,,90.05,Orellana,-0.7776,-76.3872
2022-05-14,24.7,23.37,,,12.38,,,0.13,,,,92.73,Orellana,-0.7776,-76.3872
2022-05-15,24.11,23.1,,,8.83,,,0.11,,,,94.29,Orellana,-0.7776,-76.3872
2022-05-16,24.28,23.27,,,20.64,,,0.19,,,,94.28,Orellana,-0.7776,-76.3872
2022-05-17,23.5,22.87,,,61.43,,,0.13,,,,96.26,Orellana,-0.7776,-76.3872
2022-05-18,23.08,22.38,,,4.31,,,0.09,,,,95.87,Orellana,-0.7776,-76.3872
2022-05-19,22.7,21.47,,,4.38,,,0.05,,,,93.05,Orellana,-0.7776,-76.3872
2022-05-20,23.13,21.13,,,0.48,,,0.1,,,,89.21,Orellana,-0.7776,-76.3872
2022-05-21,24.36,22.43,,,3.1,,,0.15,,,,89.18,Orellana,-0.7776,-76.3872
2022-05-22,24.81,23.38,,,6.18,,,0.22,,,,92.05,Orellana,-0.7776,-76.3872
2022-05-23,24.78,23.56,,,9.88,,,0.12,,,,92.99,Orellana,-0.7776,-76.3872
2022-05-24,24.87,23.74,,,24.94,,,0.18,,,,93.62,Orellana,-0.7776,-76.3872
2022-05-25,23.98,23.3,,,16.67,,,0.11,,,,95.95,Orellana,-0.7776,-76.3872
2022-05-26,24.16,23.03,,,24.66,,,0.08,,,,93.68,Orellana,-0.7776,-76.3872
2022-05-27,24.02,22.03,,,7.74,,,0.13,,,,89.34,Orellana,-0.7776,-76.3872
2022-05-28,23.48,22.0,,,6.77,,,0.12,,,,91.76,Orellana,-0.7776,-76.3872
2022-05-29,23.97,21.32,,,0.4,,,0.12,,,,86.27,Orellana,-0.7776,-76.3872
2022-05-30,24.24,21.85,,,0.38,,,0.12,,,,87.17,Orellana,-0.7776,-76.3872
2022-05-31,24.21,22.4,,,0.27,,,0.15,,,,90.07,Orellana,-0.7776,-76.3872
2022-06-01,24.23,22.98,,,14.8,,,0.18,,,,92.71,Orellana,-0.7776,-76.3872
2022-06-02,24.28,22.7,,,2.29,,,0.17,,,,91.38,Orellana,-0.7776,-76.3872
2022-06-03,23.3,22.78,,,9.62,,,0.21,,,,96.74,Orellana,-0.7776,-76.3872
2022-06-04,23.25,21.89,,,4.35,,,0.16,,,,92.39,Orellana,-0.7776,-76.3872
2022-06-05,24.19,22.58,,,4.91,,,0.21,,,,91.06,Orellana,-0.7776,-76.3872
2022-06-06,24.98,22.72,,,0.34,,,0.15,,,,88.0,Orellana,-0.7776,-76.3872
2022-06-07,23.88,22.59,,,0.3,,,0.11,,,,92.6,Orellana,-0.7776,-76.3872
2022-06-08,24.24,22.56,,,4.13,,,0.13,,,,90.62,Orellana,-0.7776,-76.3872
2022-06-09,24.07,23.02,,,10.53,,,0.13,,,,93.98,Orellana,-0.7776,-76.3872
2022-06-10,23.72,23.22,,,20.94,,,0.09,,,,96.82,Orellana,-0.7776,-76.3872
2022-06-11,22.82,22.54,,,27.61,,,0.08,,,,98.16,Orellana,-0.7776,-76.3872
2022-06-12,21.91,20.81,,,8.25,,,0.06,,,,93.6,Orellana,-0.7776,-76.3872
2022-06-13,21.95,20.21,,,0.45,,,0.13,,,,90.31,Orellana,-0.7776,-76.3872
2022-06-14,22.54,20.17,,,0.01,,,0.24,,,,87.19,Orellana,-0.7776,-76.3872
2022-06-15,23.17,20.77,,,0.0,,,0.21,,,,87.05,Orellana,-0.7776,-76.3872
2022-06-16,23.78,21.48,,,0.07,,,0.2,,,,87.6,Orellana,-0.7776,-76.3872
2022-06-17,24.69,22.17,,,0.41,,,0.19,,,,86.94,Orellana,-0.7776,-76.3872
2022-06-18,24.87,22.95,,,5.07,,,0.19,,,,89.55,Orellana,-0.7776,-76.3872
2022-06-19,23.61,23.03,,,11.48,,,0.13,,,,96.5,Orellana,-0.7776,-76.3872
2022-06-20,23.99,21.97,,,6.67,,,0.11,,,,89.1,Orellana,-0.7776,-76.3872
2022-06-21,24.22,22.07,,,1.21,,,0.19,,,,88.32,Orellana,-0.7776,-76.3872
2022-06-22,24.02,22.76,,,12.18,,,0.22,,,,92.81,Orellana,-0.7776,-76.3872
2022-06-23,24.66,23.07,,,5.15,,,0.18,,,,91.23,Orellana,-0.7776,-76.3872
2022-06-24,23.36,22.95,,,5.21,,,0.09,,,,97.38,Orellana,-0.7776,-76.3872
2022-06-25,22.1,21.38,,,16.76,,,0.03,,,,95.72,Orellana,-0.7776,-76.3872
2022-06-26,22.12,19.96,,,0.97,,,0.12,,,,88.28,Orellana,-0.7776,-76.3872
2022-06-27,23.38,20.28,,,0.03,,,0.2,,,,84.23,Orellana,-0.7776,-76.3872
2022-06-28,24.02,21.3,,,0.26,,,0.22,,,,85.48,Orellana,-0.7776,-76.3872
2022-06-29,24.05,22.56,,,8.73,,,0.22,,,,91.5,Orellana,-0.7776,-76.3872
2022-06-30,24.49,22.25,,,2.08,,,0.18,,,,88.3,Orellana,-0.7776,-76.3872
2022-07-01,23.75,22.6,,,13.89,,,0.23,,,,93.38,Orellana,-0.7776,-76.3872
2022-07-02,24.11,22.09,,,4.07,,,0.26,,,,89.3,Orellana,-0.7776,-76.3872
2022-07-03,24.12,22.86,,,19.1,,,0.15,,,,93.03,Orellana,-0.7776,-76.3872
2022-07-04,23.8,22.58,,,14.32,,,0.06,,,,93.3,Orellana,-0.7776,-76.3872
2022-07-05,23.01,22.18,,,18.38,,,0.06,,,,95.2,Orellana,-0.7776,-76.3872
2022-07-06,23.49,21.32,,,1.45,,,0.12,,,,88.52,Orellana,-0.7776,-76.3872
2022-07-07,24.33,22.31,,,7.69,,,0.14,,,,88.81,Orellana,-0.7776,-76.3872
2022-07-08,23.79,22.95,,,36.44,,,0.08,,,,95.35,Orellana,-0.7776,-76.3872
2022-07-09,23.34,22.22,,,16.97,,,0.1,,,,93.58,Orellana,-0.7776,-76.3872
2022-07-10,23.69,21.78,,,1.35,,,0.09,,,,89.64,Orellana,-0.7776,-76.3872
2022-07-11,24.25,22.19,,,6.95,,,0.18,,,,88.93,Orellana,-0.7776,-76.3872
2022-07-12,24.13,22.67,,,26.54,,,0.18,,,,91.93,Orellana,-0.7776,-76.3872
2022-07-13,23.57,22.63,,,11.17,,,0.16,,,,94.52,Orellana,-0.7776,-76.3872
2022-07-14,24.61,22.19,,,1.72,,,0.12,,,,87.36,Orellana,-0.7776,-76.3872
2022-07-15,25.07,22.62,,,0.89,,,0.14,,,,86.96,Orellana,-0.7776,-76.3872
2022-07-16,24.64,23.15,,,4.73,,,0.09,,,,91.82,Orellana,-0.7776,-76.3872
2022-07-17,23.53,23.16,,,17.07,,,0.08,,,,97.71,Orellana,-0.7776,-76.3872
2022-07-18,23.42,22.26,,,5.58,,,0.13,,,,93.49,Orellana,-0.7776,-76.3872
2022-07-19,23.31,21.75,,,4.99,,,0.12,,,,91.31,Orellana,-0.7776,-76.3872
2022-07-20,23.35,21.13,,,1.15,,,0.11,,,,88.21,Orellana,-0.7776,-76.3872
2022-07-21,23.85,20.5,,,0.03,,,0.09,,,,83.11,Orellana,-0.7776,-76.3872
2022-07-22,23.94,20.89,,,0.03,,,0.19,,,,84.41,Orellana,-0.7776,-76.3872
2022-07-23,24.38,21.89,,,0.5,,,0.16,,,,87.04,Orellana,-0.7776,-76.3872
2022-07-24,23.44,22.32,,,7.87,,,0.07,,,,93.57,Orellana,-0.7776,-76.3872
2022-07-25,23.88,22.57,,,4.39,,,0.11,,,,92.71,Orellana,-0.7776,-76.3872
2022-07-26,24.1,22.88,,,29.33,,,0.1,,,,93.1,Orellana,-0.7776,-76.3872
2022-07-27,23.05,22.23,,,30.61,,,0.14,,,,95.23,Orellana,-0.7776,-76.3872
2022-07-28,24.04,21.79,,,1.0,,,0.17,,,,88.21,Orellana,-0.7776,-76.3872
2022-07-29,24.88,22.26,,,3.94,,,0.2,,,,86.03,Orellana,-0.7776,-76.3872
2022-07-30,24.7,22.41,,,0.87,,,0.14,,,,87.86,Orellana,-0.7776,-76.3872
2022-07-31,24.62,22.8,,,22.96,,,0.21,,,,90.14,Orellana,-0.7776,-76.3872
2022-08-01,24.65,22.71,,,9.46,,,0.23,,,,89.55,Orellana,-0.7776,-76.3872
2022-08-02,24.24,23.12,,,2.71,,,0.17,,,,93.71,Orellana,-0.7776,-76.3872
2022-08-03,24.13,22.43,,,5.4,,,0.11,,,,90.43,Orellana,-0.7776,-76.3872
2022-08-04,23.79,22.08,,,18.73,,,0.2,,,,90.57,Orellana,-0.7776,-76.3872
2022-08-05,22.92,22.07,,,29.5,,,0.18,,,,95.04,Orellana,-0.7776,-76.3872
2022-08-06,23.94,21.99,,,6.72,,,0.17,,,,89.64,Orellana,-0.7776,-76.3872
2022-08-07,25.18,22.65,,,1.72,,,0.18,,,,86.7,Orellana,-0.7776,-76.3872
2022-08-08,25.41,22.65,,,1.08,,,0.21,,,,85.69,Orellana,-0.7776,-76.3872
2022-08-09,23.32,22.91,,,12.02,,,0.08,,,,97.45,Orellana,-0.7776,-76.3872
2022-08-10,23.87,22.49,,,8.53,,,0.07,,,,92.41,Orellana,-0.7776,-76.3872
2022-08-11,23.73,22.41,,,9.05,,,0.11,,,,92.56,Orellana,-0.7776,-76.3872
2022-08-12,24.31,21.7,,,0.23,,,0.24,,,,86.61,Orellana,-0.7776,-76.3872
2022-08-13,24.8,22.08,,,0.0,,,0.21,,,,85.83,Orellana,-0.7776,-76.3872
2022-08-14,24.01,21.76,,,1.46,,,0.14,,,,87.75,Orellana,-0.7776,-76.3872
2022-08-15,24.91,21.51,,,0.1,,,0.16,,,,82.68,Orellana,-0.7776,-76.3872
2022-08-16,25.09,22.36,,,0.18,,,0.17,,,,86.13,Orellana,-0.7776,-76.3872
2022-08-17,25.04,22.53,,,0.2,,,0.18,,,,86.51,Orellana,-0.7776,-76.3872
2022-08-18,25.92,23.29,,,0.09,,,0.16,,,,86.4,Orellana,-0.7776,-76.3872
2022-08-19,24.96,23.58,,,2.94,,,0.17,,,,92.29,Orellana,-0.7776,-76.3872
2022-08-20,21.93,20.61,,,5.98,,,0.05,,,,92.46,Orellana,-0.7776,-76.3872
2022-08-21,21.07,18.43,,,0.1,,,0.15,,,,85.76,Orellana,-0.7776,-76.3872
2022-08-22,21.49,18.87,,,0.1,,,0.21,,,,85.79,Orellana,-0.7776,-76.3872
2022-08-23,23.36,20.22,,,0.0,,,0.23,,,,83.79,Orellana,-0.7776,-76.3872
2022-08-24,24.46,21.38,,,0.0,,,0.23,,,,84.07,Orellana,-0.7776,-76.3872
2022-08-25,24.59,21.57,,,0.0,,,0.19,,,,84.27,Orellana,-0.7776,-76.3872
2022-08-26,23.86,21.52,,,0.0,,,0.23,,,,87.18,Orellana,-0.7776,-76.3872
2022-08-27,24.45,21.33,,,0.0,,,0.18,,,,84.22,Orellana,-0.7776,-76.3872
2022-08-28,25.14,22.29,,,3.36,,,0.21,,,,85.35,Orellana,-0.7776,-76.3872
2022-08-29,23.14,22.08,,,7.85,,,0.09,,,,94.07,Orellana,-0.7776,-76.3872
2022-08-30,23.32,20.52,,,0.15,,,0.17,,,,85.83,Orellana,-0.7776,-76.3872
2022-08-31,24.41,21.43,,,0.0,,,0.17,,,,84.53,Orellana,-0.7776,-76.3872
2022-09-01,25.52,22.4,,,0.0,,,0.2,,,,84.42,Orellana,-0.7776,-76.3872
2022-09-02,25.58,23.28,,,2.24,,,0.23,,,,87.89,Orellana,-0.7776,-76.3872
2022-09-03,24.43,22.63,,,4.3,,,0.18,,,,90.21,Orellana,-0.7776,-76.3872
2022-09-04,24.46,21.58,,,8.02,,,0.09,,,,85.8,Orellana,-0.7776,-76.3872
2022-09-05,24.12,21.76,,,1.37,,,0.1,,,,88.02,Orellana,-0.7776,-76.3872
2022-09-06,24.25,21.78,,,7.25,,,0.16,,,,87.24,Orellana,-0.7776,-76.3872
2022-09-07,24.43,21.66,,,1.38,,,0.13,,,,86.08,Orellana,-0.7776,-76.3872
2022-09-08,25.21,22.2,,,0.01,,,0.16,,,,84.79,Orellana,-0.7776,-76.3872
2022-09-09,25.33,23.28,,,13.58,,,0.2,,,,88.29,Orellana,-0.7776,-76.3872
2022-09-10,24.71,22.69,,,3.62,,,0.16,,,,89.51,Orellana,-0.7776,-76.3872
2022-09-11,25.54,22.1,,,0.22,,,0.18,,,,83.22,Orellana,-0.7776,-76.3872
2022-09-12,26.03,22.88,,,0.13,,,0.17,,,,84.29,Orellana,-0.7776,-76.3872
2022-09-13,25.91,23.15,,,0.57,,,0.11,,,,86.04,Orellana,-0.7776,-76.3872
2022-09-14,25.13,23.12,,,0.96,,,0.16,,,,88.99,Orellana,-0.7776,-76.3872
2022-09-15,24.81,22.74,,,4.94,,,0.14,,,,88.68,Orellana,-0.7776,-76.3872
2022-09-16,23.1,22.4,,,24.76,,,0.13,,,,95.78,Orellana,-0.7776,-76.3872
2022-09-17,24.57,21.71,,,0.3,,,0.15,,,,85.45,Orellana,-0.7776,-76.3872
2022-09-18,25.24,22.42,,,0.04,,,0.14,,,,85.34,Orellana,-0.7776,-76.3872
2022-09-19,25.99,23.07,,,0.01,,,0.09,,,,85.13,Orellana,-0.7776,-76.3872
2022-09-20,25.31,22.71,,,0.01,,,0.11,,,,86.87,Orellana,-0.7776,-76.3872
2022-09-21,25.67,22.99,,,0.47,,,0.1,,,,85.85,Orellana,-0.7776,-76.3872
2022-09-22,26.11,23.13,,,1.12,,,0.15,,,,85.43,Orellana,-0.7776,-76.3872
2022-09-23,25.77,23.34,,,2.65,,,0.15,,,,87.57,Orellana,-0.7776,-76.3872
2022-09-24,24.3,22.96,,,5.32,,,0.12,,,,92.64,Orellana,-0.7776,-76.3872
2022-09-25,24.53,22.21,,,2.77,,,0.18,,,,87.95,Orellana,-0.7776,-76.3872
2022-09-26,25.55,22.91,,,0.37,,,0.17,,,,86.26,Orellana,-0.7776,-76.3872
2022-09-27,25.64,23.19,,,2.25,,,0.21,,,,87.23,Orellana,-0.7776,-76.3872
2022-09-28,25.47,23.53,,,1.62,,,0.16,,,,89.56,Orellana,-0.7776,-76.3872
2022-09-29,25.71,22.82,,,0.68,,,0.13,,,,85.16,Orellana,-0.7776,-76.3872
2022-09-30,25.26,23.42,,,5.71,,,0.17,,,,89.94,Orellana,-0.7776,-76.3872
2022-10-01,24.5,22.21,,,6.35,,,0.18,,,,88.2,Orellana,-0.7776,-76.3872
2022-10-02,24.8,21.23,,,0.15,,,0.12,,,,82.33,Orellana,-0.7776,-76.3872
2022-10-03,25.33,22.09,,,0.27,,,0.18,,,,83.72,Orellana,-0.7776,-76.3872
2022-10-04,25.71,22.93,,,0.56,,,0.17,,,,85.99,Orellana,-0.7776,-76.3872
2022-10-05,25.76,23.42,,,1.74,,,0.18,,,,87.87,Orellana,-0.7776,-76.3872
2022-10-06,24.97,23.76,,,11.39,,,0.2,,,,92.94,Orellana,-0.7776,-76.3872
2022-10-07,24.15,23.22,,,4.43,,,0.26,,,,94.65,Orellana,-0.7776,-76.3872
