,ALLSKY_SFC_SW_DWN,WS10M,T2M,PRECTOTCORR,provincia,altitud
2022-05-09,164.4,3.87,11.79,0.69,Cañar,2418
2022-05-10,151.19,3.67,11.82,6.85,Cañar,2418
2022-05-11,150.93,3.42,12.28,3.56,Cañar,2418
2022-05-12,144.71,4.25,12.03,2.95,Cañar,2418
2022-05-13,151.35,4.79,12.05,0.87,Cañar,2418
2022-05-14,123.56,4.28,12.0,10.26,Cañar,2418
2022-05-15,132.49,4.35,11.56,6.9,Cañar,2418
2022-05-16,124.7,4.55,11.93,4.97,Cañar,2418
2022-05-17,106.08,4.22,11.28,10.77,Cañar,2418
2022-05-18,118.03,3.8,11.12,11.24,Cañar,2418
2022-05-19,159.86,4.0,11.36,3.23,Cañar,2418
2022-05-20,171.45,3.73,11.28,0.24,Cañar,2418
2022-05-21,204.35,2.67,11.9,0.46,Cañar,2418
2022-05-22,175.94,2.14,12.87,1.06,Cañar,2418
2022-05-23,172.97,2.15,12.73,8.23,Cañar,2418
2022-05-24,149.42,4.04,11.78,0.97,Cañar,2418
2022-05-25,127.63,5.56,11.02,9.46,Cañar,2418
2022-05-26,123.95,6.5,10.67,7.06,Cañar,2418
2022-05-27,132.94,5.8,10.06,0.53,Cañar,2418
2022-05-28,120.8,3.8,10.57,0.93,Cañar,2418
2022-05-29,176.06,4.61,10.69,0.17,Cañar,2418
2022-05-30,162.98,3.52,10.01,1.69,Cañar,2418
2022-05-31,172.48,2.51,10.79,0.43,Cañar,2418
2022-06-01,128.76,1.8,11.4,3.9,Cañar,2418
2022-06-02,167.19,1.89,11.63,3.27,Cañar,2418
2022-06-03,77.97,2.75,10.77,2.85,Cañar,2418
2022-06-04,181.29,3.19,11.35,1.37,Cañar,2418
2022-06-05,144.55,3.13,11.43,0.02,Cañar,2418
2022-06-06,184.99,2.38,10.47,3.86,Cañar,2418
2022-06-07,179.86,1.89,11.42,4.36,Cañar,2418
2022-06-08,154.92,1.56,11.68,10.73,Cañar,2418
2022-06-09,155.53,1.97,11.94,8.12,Cañar,2418
2022-06-10,107.84,3.63,11.51,5.22,Cañar,2418
2022-06-11,129.14,5.56,10.76,11.2,Cañar,2418
2022-06-12,149.05,5.4,10.57,1.59,Cañar,2418
2022-06-13,161.35,5.4,10.18,0.68,Cañar,2418
2022-06-14,205.58,4.21,9.62,0.02,Cañar,2418
2022-06-15,229.86,3.84,9.73,0.0,Cañar,2418
2022-06-16,196.43,3.92,10.03,0.0,Cañar,2418
2022-06-17,212.47,2.44,10.56,1.28,Cañar,2418
2022-06-18,125.1,3.43,10.68,7.31,Cañar,2418
2022-06-19,178.93,4.94,11.13,13.36,Cañar,2418
2022-06-20,170.57,4.37,10.59,1.54,Cañar,2418
2022-06-21,159.54,3.58,10.59,1.37,Cañar,2418
2022-06-22,86.73,4.72,10.35,5.97,Cañar,2418
2022-06-23,155.67,5.66,10.87,6.81,Cañar,2418
2022-06-24,113.3,6.09,10.42,5.21,Cañar,2418
2022-06-25,103.13,5.91,9.16,4.17,Cañar,2418
2022-06-26,131.12,6.76,7.86,0.55,Cañar,2418
2022-06-27,248.88,3.68,9.77,0.01,Cañar,2418
2022-06-28,248.85,2.73,10.05,2.82,Cañar,2418
2022-06-29,167.68,4.06,9.73,2.81,Cañar,2418
2022-06-30,131.95,4.05,10.16,1.22,Cañar,2418
2022-07-01,184.13,3.96,10.44,3.55,Cañar,2418
2022-07-02,118.87,5.21,10.79,6.18,Cañar,2418
2022-07-03,95.14,7.01,10.28,20.21,Cañar,2418
2022-07-04,111.47,7.98,10.33,8.72,Cañar,2418
2022-07-05,94.22,7.35,9.31,2.34,Cañar,2418
2022-07-06,103.42,6.88,9.82,1.02,Cañar,2418
2022-07-07,177.85,6.11,9.79,0.31,Cañar,2418
2022-07-08,116.94,6.78,9.98,1.54,Cañar,2418
2022-07-09,111.27,6.36,10.77,4.78,Cañar,2418
2022-07-10,143.72,4.96,10.55,4.46,Cañar,2418
2022-07-11,145.69,3.3,10.67,1.33,Cañar,2418
2022-07-12,158.16,3.66,10.26,2.63,Cañar,2418
2022-07-13,136.74,4.75,10.85,2.22,Cañar,2418
2022-07-14,194.43,3.54,11.02,1.03,Cañar,2418
2022-07-15,210.43,2.39,11.43,4.28,Cañar,2418
2022-07-16,161.9,2.82,11.77,8.07,Cañar,2418
2022-07-17,127.79,6.0,10.54,3.86,Cañar,2418
2022-07-18,127.47,6.96,9.78,1.03,Cañar,2418
2022-07-19,165.24,6.32,10.53,4.35,Cañar,2418
2022-07-20,140.86,6.82,9.71,0.94,Cañar,2418
2022-07-21,111.53,5.18,9.66,0.1,Cañar,2418
2022-07-22,143.37,4.02,10.68,0.35,Cañar,2418
2022-07-23,165.98,2.95,11.27,3.03,Cañar,2418
2022-07-24,161.24,2.13,11.39,9.27,Cañar,2418
2022-07-25,135.33,3.38,10.82,8.03,Cañar,2418
2022-07-26,96.88,4.62,10.78,10.19,Cañar,2418
2022-07-27,141.82,5.08,10.02,2.07,Cañar,2418
2022-07-28,159.97,3.98,10.59,2.44,Cañar,2418
2022-07-29,224.04,4.42,9.56,1.6,Cañar,2418
2022-07-30,185.71,4.45,10.78,1.04,Cañar,2418
2022-07-31,169.05,3.17,11.68,0.02,Cañar,2418
2022-08-01,167.46,3.2,11.43,2.73,Cañar,2418
2022-08-02,153.71,3.93,11.32,4.59,Cañar,2418
2022-08-03,154.26,4.28,11.15,4.0,Cañar,2418
2022-08-04,132.96,4.67,10.57,2.75,Cañar,2418
2022-08-05,160.58,4.63,10.42,1.0,Cañar,2418
2022-08-06,139.52,4.72,10.4,0.79,Cañar,2418
2022-08-07,197.28,3.98,10.61,0.18,Cañar,2418
2022-08-08,174.33,4.31,10.45,1.28,Cañar,2418
2022-08-09,114.16,5.93,10.06,4.52,Cañar,2418
2022-08-10,144.42,7.21,10.45,6.68,Cañar,2418
2022-08-11,100.57,6.9,10.36,4.57,Cañar,2418
2022-08-12,252.74,5.23,10.0,0.05,Cañar,2418
2022-08-13,276.61,3.45,9.7,0.0,Cañar,2418
2022-08-14,202.15,3.52,8.79,0.68,Cañar,2418
2022-08-15,134.72,3.43,10.9,0.36,Cañar,2418
2022-08-16,240.73,3.13,11.19,0.32,Cañar,2418
2022-08-17,225.96,2.35,11.54,2.2,Cañar,2418
2022-08-18,245.25,3.16,11.78,0.07,Cañar,2418
2022-08-19,156.97,6.29,10.94,1.79,Cañar,2418
2022-08-20,109.48,7.07,10.44,5.6,Cañar,2418
2022-08-21,83.01,5.23,9.61,2.1,Cañar,2418
2022-08-22,119.08,4.68,10.29,0.63,Cañar,2418
2022-08-23,221.18,4.89,10.68,0.0,Cañar,2418
2022-08-24,212.65,5.53,10.08,0.0,Cañar,2418
2022-08-25,159.36,4.98,9.96,0.03,Cañar,2418
2022-08-26,167.41,3.98,9.77,0.02,Cañar,2418
2022-08-27,146.14,3.96,10.6,0.23,Cañar,2418
2022-08-28,134.27,5.18,10.75,0.9,Cañar,2418
2022-08-29,78.87,7.91,9.25,6.06,Cañar,2418
2022-08-30,91.78,6.48,10.1,1.69,Cañar,2418
2022-08-31,127.58,4.96,10.83,0.16,Cañar,2418
2022-09-01,216.71,3.18,11.48,0.0,Cañar,2418
2022-09-02,230.23,4.06,11.52,2.07,Cañar,2418
2022-09-03,107.55,6.14,11.08,4.54,Cañar,2418
2022-09-04,108.83,6.51,9.33,2.1,Cañar,2418
2022-09-05,86.12,7.01,9.07,1.16,Cañar,2418
2022-09-06,156.35,6.49,8.68,1.87,Cañar,2418
2022-09-07,167.68,4.42,10.1,1.13,Cañar,2418
2022-09-08,262.35,3.21,11.64,0.0,Cañar,2418
2022-09-09,204.82,4.33,10.66,0.0,Cañar,2418
2022-09-10,105.42,6.17,11.08,0.05,Cañar,2418
2022-09-11,156.04,4.99,11.4,0.01,Cañar,2418
2022-09-12,258.88,3.14,11.7,0.75,Cañar,2418
2022-09-13,281.54,1.76,11.61,4.17,Cañar,2418
2022-09-14,243.42,3.02,12.03,1.52,Cañar,2418
2022-09-15,166.34,4.13,11.64,6.58,Cañar,2418
2022-09-16,114.89,4.22,10.42,6.72,Cañar,2418
2022-09-17,173.07,3.5,11.31,0.91,Cañar,2418
2022-09-18,267.41,3.51,11.61,0.0,Cañar,2418
2022-09-19,259.17,2.79,11.17,0.1,Cañar,2418
2022-09-20,183.02,3.32,11.06,0.2,Cañar,2418
2022-09-21,240.09,3.67,11.29,0.08,Cañar,2418
2022-09-22,241.43,2.67,12.36,0.97,Cañar,2418
2022-09-23,205.08,3.95,11.91,2.27,Cañar,2418
2022-09-24,139.96,3.54,11.39,6.31,Cañar,2418
2022-09-25,206.45,3.02,11.7,9.88,Cañar,2418
2022-09-26,214.83,4.0,11.47,0.07,Cañar,2418
2022-09-27,272.38,4.29,11.37,0.0,Cañar,2418
2022-09-28,180.55,3.38,11.61,0.37,Cañar,2418
2022-09-29,213.08,2.34,11.63,2.57,Cañar,2418
2022-09-30,156.4,3.61,11.85,8.27,Cañar,2418
2022-10-01,169.72,6.16,10.84,11.52,Cañar,2418
2022-10-02,149.85,6.23,10.02,0.35,Cañar,2418
2022-10-03,171.52,4.73,10.99,1.3,Cañar,2418
2022-10-04,186.48,2.83,11.25,0.37,Cañar,2418
2022-10-05,239.14,1.9,12.49,0.5,Cañar,2418
2022-10-06,213.85,1.83,12.46,2.93,Cañar,2418
2022-10-07,153.68,2.43,11.69,6.27,Cañar,2418
2022-10-08,97.62,3.29,11.45,0.35,Cañar,2418
2022-10-09,177.75,4.27,11.47,0.0,Cañar,2418
2022-10-10,196.15,4.77,11.13,0.17,Cañar,2418
2022-10-11,165.14,4.27,11.59,1.21,Cañar,2418
2022-10-12,249.06,2.37,11.8,0.6,Cañar,2418
2022-10-13,192.69,1.87,12.43,0.27,Cañar,2418
2022-10-14,195.93,1.83,13.26,8.98,Cañar,2418
2022-10-15,107.05,3.81,11.95,6.09,Cañar,2418
2022-10-16,173.03,3.7,11.87,1.83,Cañar,2418
2022-10-17,180.31,2.44,12.19,1.95,Cañar,2418
2022-10-18,173.93,2.55,12.56,14.57,Cañar,2418
2022-10-19,137.67,2.31,12.23,6.29,Cañar,2418
2022-10-20,136.03,1.8,12.45,3.17,Cañar,2418
2022-10-21,178.18,1.97,12.86,1.08,Cañar,2418
